pred,pred_subcategory,j_day,value,true_j_day
snow_cover,NA,1942,0,2097
max_temp,NA,1943,14.5,2098
snow_cover,NA,1943,0,2098
max_temp,NA,1944,17,2099
snow_cover,NA,1944,0,2099
max_temp,NA,1945,12.5,2100
snow_cover,NA,1945,0,2100
max_temp,NA,1946,5,2101
snow_cover,NA,1946,0,2101
max_temp,NA,1947,11,2102
snow_cover,NA,1947,0,2102
max_temp,NA,1948,12,2103
snow_cover,NA,1948,0,2103
max_temp,NA,1949,11.5,2104
snow_cover,NA,1949,0,2104
max_temp,NA,1950,14,2105
snow_cover,NA,1950,0,2105
max_temp,NA,1951,11,2106
snow_cover,NA,1951,0,2106
max_temp,NA,1952,13.5,2107
snow_cover,NA,1952,0,2107
max_temp,NA,1953,21,2108
snow_cover,NA,1953,0,2108
max_temp,NA,1954,17,2109
snow_cover,NA,1954,0,2109
max_temp,NA,1955,18.5,2110
snow_cover,NA,1955,0,2110
max_temp,NA,1956,23.5,2111
snow_cover,NA,1956,0,2111
max_temp,NA,1957,17,2112
snow_cover,NA,1957,0,2112
max_temp,NA,1958,13,2113
snow_cover,NA,1958,0,2113
max_temp,NA,1959,10,2114
snow_cover,NA,1959,0,2114
max_temp,NA,1960,0.5,2115
snow_cover,NA,1960,0,2115
max_temp,NA,1961,-3,2116
snow_cover,NA,1961,0,2116
max_temp,NA,1962,2.5,2117
snow_cover,NA,1962,0,2117
max_temp,NA,1963,8.5,2118
snow_cover,NA,1963,0,2118
max_temp,NA,1964,12,2119
snow_cover,NA,1964,0,2119
max_temp,NA,1965,14.5,2120
snow_cover,NA,1965,0,2120
max_temp,NA,1966,16,2121
snow_cover,NA,1966,0,2121
max_temp,NA,1967,16.5,2122
snow_cover,NA,1967,0,2122
max_temp,NA,1968,17,2123
snow_cover,NA,1968,0,2123
max_temp,NA,1969,15,2124
snow_cover,NA,1969,0,2124
max_temp,NA,1970,10,2125
snow_cover,NA,1970,0,2125
max_temp,NA,1971,12.5,2126
snow_cover,NA,1971,0,2126
max_temp,NA,1972,3,2127
snow_cover,NA,1972,0,2127
max_temp,NA,1973,7,2128
snow_cover,NA,1973,0,2128
max_temp,NA,1974,8,2129
snow_cover,NA,1974,0,2129
max_temp,NA,1975,2,2130
snow_cover,NA,1975,0,2130
max_temp,NA,1976,0,2131
snow_cover,NA,1976,0,2131
max_temp,NA,1977,1,2132
snow_cover,NA,1977,0,2132
max_temp,NA,1978,4.5,2133
snow_cover,NA,1978,0,2133
max_temp,NA,1979,9,2134
snow_cover,NA,1979,0,2134
max_temp,NA,1980,0,2135
snow_cover,NA,1980,0,2135
max_temp,NA,1981,-3,2136
snow_cover,NA,1981,0,2136
max_temp,NA,1982,-3.5,2137
snow_cover,NA,1982,0,2137
max_temp,NA,1983,2,2138
snow_cover,NA,1983,0,2138
max_temp,NA,1984,1,2139
snow_cover,NA,1984,0,2139
max_temp,NA,1985,-10,2140
snow_cover,NA,1985,1,2140
max_temp,NA,1986,-7,2141
snow_cover,NA,1986,1,2141
max_temp,NA,1987,-3.5,2142
snow_cover,NA,1987,1,2142
max_temp,NA,1988,3,2143
snow_cover,NA,1988,1,2143
max_temp,NA,1989,2.5,2144
snow_cover,NA,1989,1,2144
max_temp,NA,1990,-3,2145
snow_cover,NA,1990,1,2145
max_temp,NA,1991,-3,2146
snow_cover,NA,1991,0,2146
max_temp,NA,1992,-12,2147
snow_cover,NA,1992,1,2147
max_temp,NA,1993,-18,2148
snow_cover,NA,1993,9,2148
max_temp,NA,1994,-20,2149
snow_cover,NA,1994,10,2149
max_temp,NA,1995,-19.5,2150
snow_cover,NA,1995,9,2150
max_temp,NA,1996,-11.5,2151
snow_cover,NA,1996,7,2151
max_temp,NA,1997,-7.5,2152
snow_cover,NA,1997,7,2152
max_temp,NA,1998,-14.5,2153
snow_cover,NA,1998,7,2153
max_temp,NA,1999,-16,2154
snow_cover,NA,1999,7,2154
max_temp,NA,2000,-11,2155
snow_cover,NA,2000,7,2155
max_temp,NA,2001,-2,2156
snow_cover,NA,2001,7,2156
max_temp,NA,2002,-1,2157
snow_cover,NA,2002,7,2157
max_temp,NA,2003,-3,2158
snow_cover,NA,2003,6,2158
max_temp,NA,2004,-8.5,2159
snow_cover,NA,2004,6,2159
max_temp,NA,2005,-5,2160
snow_cover,NA,2005,6,2160
max_temp,NA,2006,-4,2161
snow_cover,NA,2006,6,2161
max_temp,NA,2007,-4.5,2162
snow_cover,NA,2007,6,2162
max_temp,NA,2008,-2,2163
snow_cover,NA,2008,6,2163
max_temp,NA,2009,-7.5,2164
snow_cover,NA,2009,6,2164
max_temp,NA,2010,-14.5,2165
snow_cover,NA,2010,6,2165
max_temp,NA,2011,-20,2166
snow_cover,NA,2011,8,2166
max_temp,NA,2012,0,2167
snow_cover,NA,2012,8,2167
max_temp,NA,2013,-3.5,2168
snow_cover,NA,2013,8,2168
max_temp,NA,2014,-5.5,2169
snow_cover,NA,2014,7,2169
max_temp,NA,2015,-6,2170
snow_cover,NA,2015,7,2170
max_temp,NA,2016,-2.5,2171
snow_cover,NA,2016,7,2171
max_temp,NA,2017,-3.5,2172
snow_cover,NA,2017,7,2172
max_temp,NA,2018,-3,2173
snow_cover,NA,2018,7,2173
max_temp,NA,2019,2,2174
snow_cover,NA,2019,7,2174
max_temp,NA,2020,-1,2175
snow_cover,NA,2020,6,2175
max_temp,NA,2021,-3,2176
snow_cover,NA,2021,6,2176
max_temp,NA,2022,-4,2177
snow_cover,NA,2022,6,2177
max_temp,NA,2023,-9,2178
snow_cover,NA,2023,6,2178
max_temp,NA,2024,-9,2179
snow_cover,NA,2024,6,2179
max_temp,NA,2025,-12,2180
snow_cover,NA,2025,8,2180
max_temp,NA,2026,-12,2181
snow_cover,NA,2026,11,2181
max_temp,NA,2027,-13,2182
snow_cover,NA,2027,11,2182
max_temp,NA,2028,-2,2183
snow_cover,NA,2028,12,2183
max_temp,NA,2029,-2,2184
snow_cover,NA,2029,10,2184
max_temp,NA,2030,-3.5,2185
snow_cover,NA,2030,10,2185
max_temp,NA,2031,-5,2186
snow_cover,NA,2031,10,2186
max_temp,NA,2032,-3.5,2187
snow_cover,NA,2032,11,2187
max_temp,NA,2033,-2,2188
snow_cover,NA,2033,15,2188
max_temp,NA,2034,1,2189
snow_cover,NA,2034,15,2189
max_temp,NA,2035,1,2190
snow_cover,NA,2035,15,2190
max_temp,NA,2036,-24.5,2191
snow_cover,NA,2036,9,2191
max_temp,NA,2037,-25,2192
snow_cover,NA,2037,9,2192
max_temp,NA,2038,-25.5,2193
snow_cover,NA,2038,10,2193
max_temp,NA,2039,-30,2194
snow_cover,NA,2039,10,2194
max_temp,NA,2040,-24,2195
snow_cover,NA,2040,10,2195
max_temp,NA,2041,-15,2196
snow_cover,NA,2041,10,2196
max_temp,NA,2042,-27,2197
snow_cover,NA,2042,13,2197
max_temp,NA,2043,-22,2198
snow_cover,NA,2043,17,2198
max_temp,NA,2044,-22,2199
snow_cover,NA,2044,20,2199
max_temp,NA,2045,-22,2200
snow_cover,NA,2045,22,2200
max_temp,NA,2046,-18,2201
snow_cover,NA,2046,22,2201
max_temp,NA,2047,-11,2202
snow_cover,NA,2047,22,2202
max_temp,NA,2048,4,2203
snow_cover,NA,2048,22,2203
max_temp,NA,2049,-17,2204
snow_cover,NA,2049,22,2204
max_temp,NA,2050,-25,2205
snow_cover,NA,2050,22,2205
max_temp,NA,2051,-16,2206
snow_cover,NA,2051,22,2206
max_temp,NA,2052,-15,2207
snow_cover,NA,2052,27,2207
max_temp,NA,2053,-25,2208
snow_cover,NA,2053,27,2208
max_temp,NA,2054,-24,2209
snow_cover,NA,2054,26,2209
max_temp,NA,2055,-27,2210
snow_cover,NA,2055,26,2210
max_temp,NA,2056,-28,2211
snow_cover,NA,2056,25,2211
max_temp,NA,2057,-25,2212
snow_cover,NA,2057,26,2212
max_temp,NA,2058,-26,2213
snow_cover,NA,2058,27,2213
max_temp,NA,2059,-4,2214
snow_cover,NA,2059,32,2214
max_temp,NA,2060,0,2215
snow_cover,NA,2060,31,2215
max_temp,NA,2061,-9,2216
snow_cover,NA,2061,30,2216
max_temp,NA,2062,-20,2217
snow_cover,NA,2062,29,2217
max_temp,NA,2063,-16,2218
snow_cover,NA,2063,23,2218
max_temp,NA,2064,-22,2219
snow_cover,NA,2064,34,2219
max_temp,NA,2065,-12,2220
snow_cover,NA,2065,35,2220
max_temp,NA,2066,-12,2221
snow_cover,NA,2066,35,2221
max_temp,NA,2067,-17,2222
snow_cover,NA,2067,36,2222
max_temp,NA,2068,-21,2223
snow_cover,NA,2068,35,2223
max_temp,NA,2069,-17,2224
snow_cover,NA,2069,35,2224
max_temp,NA,2070,-13,2225
snow_cover,NA,2070,35,2225
max_temp,NA,2071,-2,2226
snow_cover,NA,2071,34,2226
max_temp,NA,2072,-2,2227
snow_cover,NA,2072,34,2227
max_temp,NA,2073,-15,2228
snow_cover,NA,2073,32,2228
max_temp,NA,2074,-20,2229
snow_cover,NA,2074,32,2229
max_temp,NA,2075,-11,2230
snow_cover,NA,2075,32,2230
max_temp,NA,2076,-13,2231
snow_cover,NA,2076,36,2231
max_temp,NA,2077,-12,2232
snow_cover,NA,2077,35,2232
max_temp,NA,2078,-14,2233
snow_cover,NA,2078,35,2233
max_temp,NA,2079,-15,2234
snow_cover,NA,2079,35,2234
max_temp,NA,2080,-14,2235
snow_cover,NA,2080,37,2235
max_temp,NA,2081,-11,2236
snow_cover,NA,2081,36,2236
max_temp,NA,2082,-8,2237
snow_cover,NA,2082,35,2237
max_temp,NA,2083,3,2238
snow_cover,NA,2083,35,2238
max_temp,NA,2084,4,2239
snow_cover,NA,2084,33,2239
max_temp,NA,2085,10,2240
snow_cover,NA,2085,32,2240
max_temp,NA,2086,6,2241
snow_cover,NA,2086,31,2241
max_temp,NA,2087,-4,2242
snow_cover,NA,2087,31,2242
max_temp,NA,2088,-6,2243
snow_cover,NA,2088,32,2243
max_temp,NA,2089,-15,2244
snow_cover,NA,2089,32,2244
max_temp,NA,2090,-21,2245
snow_cover,NA,2090,34,2245
max_temp,NA,2091,-20,2246
snow_cover,NA,2091,34,2246
max_temp,NA,2092,-9,2247
snow_cover,NA,2092,33,2247
max_temp,NA,2093,-11,2248
snow_cover,NA,2093,37,2248
max_temp,NA,2094,-12.5,2249
snow_cover,NA,2094,39,2249
max_temp,NA,2095,-19,2250
snow_cover,NA,2095,40,2250
max_temp,NA,2096,-12,2251
snow_cover,NA,2096,47,2251
max_temp,NA,2097,-15,2252
snow_cover,NA,2097,50,2252
max_temp,NA,2098,-11,2253
snow_cover,NA,2098,47,2253
max_temp,NA,2099,-3,2254
snow_cover,NA,2099,46,2254
max_temp,NA,2100,-2,2255
snow_cover,NA,2100,46,2255
max_temp,NA,2101,-11,2256
snow_cover,NA,2101,47,2256
max_temp,NA,2102,-1,2257
snow_cover,NA,2102,47,2257
max_temp,NA,2103,-2,2258
snow_cover,NA,2103,46,2258
max_temp,NA,2104,4.5,2259
snow_cover,NA,2104,43,2259
max_temp,NA,2105,0.5,2260
snow_cover,NA,2105,42,2260
max_temp,NA,2106,-1,2261
snow_cover,NA,2106,59,2261
max_temp,NA,2107,4,2262
snow_cover,NA,2107,56,2262
max_temp,NA,2108,0,2263
snow_cover,NA,2108,54,2263
max_temp,NA,2109,1,2264
snow_cover,NA,2109,52,2264
max_temp,NA,2110,-4,2265
snow_cover,NA,2110,50,2265
max_temp,NA,2111,-5,2266
snow_cover,NA,2111,53,2266
max_temp,NA,2112,-3,2267
snow_cover,NA,2112,52,2267
max_temp,NA,2113,0,2268
snow_cover,NA,2113,50,2268
max_temp,NA,2114,0,2269
snow_cover,NA,2114,49,2269
max_temp,NA,2115,5,2270
snow_cover,NA,2115,47,2270
max_temp,NA,2116,5.5,2271
snow_cover,NA,2116,46,2271
max_temp,NA,2117,2.5,2272
snow_cover,NA,2117,45,2272
max_temp,NA,2118,2,2273
snow_cover,NA,2118,46,2273
max_temp,NA,2119,2,2274
snow_cover,NA,2119,44,2274
max_temp,NA,2120,2,2275
snow_cover,NA,2120,44,2275
max_temp,NA,2121,4,2276
snow_cover,NA,2121,44,2276
max_temp,NA,2122,3,2277
snow_cover,NA,2122,44,2277
max_temp,NA,2123,6,2278
snow_cover,NA,2123,45,2278
max_temp,NA,2124,-7,2279
snow_cover,NA,2124,43,2279
max_temp,NA,2125,-11,2280
snow_cover,NA,2125,43,2280
max_temp,NA,2126,-9,2281
snow_cover,NA,2126,56,2281
max_temp,NA,2127,-11,2282
snow_cover,NA,2127,55,2282
max_temp,NA,2128,-8,2283
snow_cover,NA,2128,54,2283
max_temp,NA,2129,-6,2284
snow_cover,NA,2129,52,2284
max_temp,NA,2130,-2,2285
snow_cover,NA,2130,52,2285
max_temp,NA,2131,-3,2286
snow_cover,NA,2131,51,2286
max_temp,NA,2132,-2,2287
snow_cover,NA,2132,51,2287
max_temp,NA,2133,5,2288
snow_cover,NA,2133,51,2288
max_temp,NA,2134,6,2289
snow_cover,NA,2134,51,2289
max_temp,NA,2135,11,2290
snow_cover,NA,2135,50,2290
max_temp,NA,2136,5.5,2291
snow_cover,NA,2136,46,2291
max_temp,NA,2137,5,2292
snow_cover,NA,2137,43,2292
max_temp,NA,2138,10,2293
snow_cover,NA,2138,42,2293
max_temp,NA,2139,7,2294
snow_cover,NA,2139,31,2294
max_temp,NA,2140,5,2295
snow_cover,NA,2140,62,2295
max_temp,NA,2141,10,2296
snow_cover,NA,2141,46,2296
max_temp,NA,2142,11,2297
snow_cover,NA,2142,41,2297
max_temp,NA,2143,5,2298
snow_cover,NA,2143,42,2298
max_temp,NA,2144,7,2299
snow_cover,NA,2144,42,2299
max_temp,NA,2145,11,2300
snow_cover,NA,2145,38,2300
max_temp,NA,2146,18,2301
snow_cover,NA,2146,35,2301
max_temp,NA,2147,18.5,2302
snow_cover,NA,2147,26,2302
max_temp,NA,2148,15,2303
snow_cover,NA,2148,24,2303
max_temp,NA,2149,8,2304
snow_cover,NA,2149,15,2304
max_temp,NA,2150,11.5,2305
snow_cover,NA,2150,10,2305
max_temp,NA,2151,16,2306
snow_cover,NA,2151,5,2306
max_temp,NA,2152,20,2307
snow_cover,NA,2152,0,2307
max_temp,NA,2153,17.5,2308
snow_cover,NA,2153,0,2308
max_temp,NA,2154,11,2309
snow_cover,NA,2154,0,2309
max_temp,NA,2155,14,2310
snow_cover,NA,2155,0,2310
max_temp,NA,2156,21,2311
snow_cover,NA,2156,0,2311
max_temp,NA,2157,21,2312
snow_cover,NA,2157,0,2312
max_temp,NA,2158,14,2313
snow_cover,NA,2158,0,2313
max_temp,NA,2159,5.5,2314
snow_cover,NA,2159,0,2314
max_temp,NA,2160,4,2315
snow_cover,NA,2160,1,2315
max_temp,NA,2161,5,2316
snow_cover,NA,2161,8,2316
max_temp,NA,2162,5,2317
snow_cover,NA,2162,0,2317
max_temp,NA,2163,10,2318
snow_cover,NA,2163,0,2318
max_temp,NA,2164,12,2319
snow_cover,NA,2164,0,2319
max_temp,NA,2165,15,2320
snow_cover,NA,2165,0,2320
max_temp,NA,2166,22,2321
snow_cover,NA,2166,0,2321
max_temp,NA,2167,18,2322
snow_cover,NA,2167,0,2322
max_temp,NA,2168,18,2323
snow_cover,NA,2168,0,2323
max_temp,NA,2169,22,2324
snow_cover,NA,2169,0,2324
max_temp,NA,2170,24,2325
snow_cover,NA,2170,0,2325
max_temp,NA,2171,17,2326
snow_cover,NA,2171,0,2326
max_temp,NA,2172,23,2327
snow_cover,NA,2172,0,2327
max_temp,NA,2173,21,2328
snow_cover,NA,2173,0,2328
max_temp,NA,2174,14,2329
snow_cover,NA,2174,0,2329
max_temp,NA,2175,20,2330
snow_cover,NA,2175,0,2330
max_temp,NA,2176,23,2331
snow_cover,NA,2176,0,2331
max_temp,NA,2177,25,2332
snow_cover,NA,2177,0,2332
max_temp,NA,2178,16.5,2333
snow_cover,NA,2178,0,2333
max_temp,NA,2179,25,2334
snow_cover,NA,2179,0,2334
max_temp,NA,2180,14,2335
snow_cover,NA,2180,0,2335
max_temp,NA,2181,13,2336
snow_cover,NA,2181,0,2336
max_temp,NA,2182,11,2337
snow_cover,NA,2182,0,2337
max_temp,NA,2183,14,2338
snow_cover,NA,2183,0,2338
max_temp,NA,2184,15,2339
snow_cover,NA,2184,0,2339
max_temp,NA,2185,21,2340
snow_cover,NA,2185,0,2340
max_temp,NA,2186,22.5,2341
snow_cover,NA,2186,0,2341
max_temp,NA,2187,20,2342
snow_cover,NA,2187,0,2342
max_temp,NA,2188,24,2343
snow_cover,NA,2188,0,2343
max_temp,NA,2189,23,2344
snow_cover,NA,2189,0,2344
max_temp,NA,2190,25,2345
snow_cover,NA,2190,0,2345
max_temp,NA,2191,9.5,2346
snow_cover,NA,2191,0,2346
max_temp,NA,2192,8,2347
snow_cover,NA,2192,0,2347
max_temp,NA,2193,15.5,2348
snow_cover,NA,2193,0,2348
max_temp,NA,2194,18,2349
snow_cover,NA,2194,0,2349
max_temp,NA,2195,19,2350
snow_cover,NA,2195,0,2350
max_temp,NA,2196,19.5,2351
snow_cover,NA,2196,0,2351
max_temp,NA,2197,26,2352
snow_cover,NA,2197,0,2352
max_temp,NA,2198,28.5,2353
snow_cover,NA,2198,0,2353
max_temp,NA,2199,30,2354
snow_cover,NA,2199,0,2354
max_temp,NA,2200,25.5,2355
snow_cover,NA,2200,0,2355
max_temp,NA,2201,24,2356
snow_cover,NA,2201,0,2356
max_temp,NA,2202,23,2357
snow_cover,NA,2202,0,2357
max_temp,NA,2203,23,2358
snow_cover,NA,2203,0,2358
max_temp,NA,2204,26.5,2359
snow_cover,NA,2204,0,2359
max_temp,NA,2205,27,2360
snow_cover,NA,2205,0,2360
max_temp,NA,2206,29.5,2361
snow_cover,NA,2206,0,2361
max_temp,NA,2207,31.5,2362
snow_cover,NA,2207,0,2362
max_temp,NA,2208,24.5,2363
snow_cover,NA,2208,0,2363
max_temp,NA,2209,20.5,2364
snow_cover,NA,2209,0,2364
max_temp,NA,2210,19,2365
snow_cover,NA,2210,0,2365
max_temp,NA,2211,22,2366
snow_cover,NA,2211,0,2366
max_temp,NA,2212,24,2367
snow_cover,NA,2212,0,2367
max_temp,NA,2213,18.5,2368
snow_cover,NA,2213,0,2368
max_temp,NA,2214,23,2369
snow_cover,NA,2214,0,2369
max_temp,NA,2215,23,2370
snow_cover,NA,2215,0,2370
max_temp,NA,2216,20,2371
snow_cover,NA,2216,0,2371
max_temp,NA,2217,25,2372
snow_cover,NA,2217,0,2372
max_temp,NA,2218,16,2373
snow_cover,NA,2218,0,2373
max_temp,NA,2219,16.5,2374
snow_cover,NA,2219,0,2374
max_temp,NA,2220,15,2375
snow_cover,NA,2220,0,2375
max_temp,NA,2221,19.5,2376
snow_cover,NA,2221,0,2376
max_temp,NA,2222,20.5,2377
snow_cover,NA,2222,0,2377
max_temp,NA,2223,22.5,2378
snow_cover,NA,2223,0,2378
max_temp,NA,2224,19,2379
snow_cover,NA,2224,0,2379
max_temp,NA,2225,23,2380
snow_cover,NA,2225,0,2380
max_temp,NA,2226,25.5,2381
snow_cover,NA,2226,0,2381
max_temp,NA,2227,26,2382
snow_cover,NA,2227,0,2382
max_temp,NA,2228,24,2383
snow_cover,NA,2228,0,2383
max_temp,NA,2229,26,2384
snow_cover,NA,2229,0,2384
max_temp,NA,2230,19.5,2385
snow_cover,NA,2230,0,2385
max_temp,NA,2231,17,2386
snow_cover,NA,2231,0,2386
max_temp,NA,2232,20,2387
snow_cover,NA,2232,0,2387
max_temp,NA,2233,22,2388
snow_cover,NA,2233,0,2388
max_temp,NA,2234,21.5,2389
snow_cover,NA,2234,0,2389
max_temp,NA,2235,19,2390
snow_cover,NA,2235,0,2390
max_temp,NA,2236,15.5,2391
snow_cover,NA,2236,0,2391
max_temp,NA,2237,21,2392
snow_cover,NA,2237,0,2392
max_temp,NA,2238,15,2393
snow_cover,NA,2238,0,2393
max_temp,NA,2239,21.5,2394
snow_cover,NA,2239,0,2394
max_temp,NA,2240,22.5,2395
snow_cover,NA,2240,0,2395
max_temp,NA,2241,24,2396
snow_cover,NA,2241,0,2396
max_temp,NA,2242,24.5,2397
snow_cover,NA,2242,0,2397
max_temp,NA,2243,25.5,2398
snow_cover,NA,2243,0,2398
max_temp,NA,2244,23.5,2399
snow_cover,NA,2244,0,2399
max_temp,NA,2245,28.5,2400
snow_cover,NA,2245,0,2400
max_temp,NA,2246,28,2401
snow_cover,NA,2246,0,2401
max_temp,NA,2247,25.5,2402
snow_cover,NA,2247,0,2402
max_temp,NA,2248,23.5,2403
snow_cover,NA,2248,0,2403
max_temp,NA,2249,16,2404
snow_cover,NA,2249,0,2404
max_temp,NA,2250,12,2405
snow_cover,NA,2250,0,2405
max_temp,NA,2251,22,2406
snow_cover,NA,2251,0,2406
max_temp,NA,2252,23,2407
snow_cover,NA,2252,0,2407
max_temp,NA,2253,22,2408
snow_cover,NA,2253,0,2408
max_temp,NA,2254,22,2409
snow_cover,NA,2254,0,2409
max_temp,NA,2255,23,2410
snow_cover,NA,2255,0,2410
max_temp,NA,2256,23.5,2411
snow_cover,NA,2256,0,2411
max_temp,NA,2257,26.5,2412
snow_cover,NA,2257,0,2412
max_temp,NA,2258,18,2413
snow_cover,NA,2258,0,2413
max_temp,NA,2259,19,2414
snow_cover,NA,2259,0,2414
max_temp,NA,2260,20,2415
snow_cover,NA,2260,0,2415
max_temp,NA,2261,11.5,2416
snow_cover,NA,2261,0,2416
max_temp,NA,2262,14,2417
snow_cover,NA,2262,0,2417
max_temp,NA,2263,20.5,2418
snow_cover,NA,2263,0,2418
max_temp,NA,2264,23.5,2419
snow_cover,NA,2264,0,2419
max_temp,NA,2265,22,2420
snow_cover,NA,2265,0,2420
max_temp,NA,2266,21,2421
snow_cover,NA,2266,0,2421
max_temp,NA,2267,24,2422
snow_cover,NA,2267,0,2422
max_temp,NA,2268,22.5,2423
snow_cover,NA,2268,0,2423
max_temp,NA,2269,18.5,2424
snow_cover,NA,2269,0,2424
max_temp,NA,2270,19.5,2425
snow_cover,NA,2270,0,2425
max_temp,NA,2271,17.5,2426
snow_cover,NA,2271,0,2426
max_temp,NA,2272,10.5,2427
snow_cover,NA,2272,0,2427
max_temp,NA,2273,11.5,2428
snow_cover,NA,2273,0,2428
max_temp,NA,2274,14.5,2429
snow_cover,NA,2274,0,2429
max_temp,NA,2275,15,2430
snow_cover,NA,2275,0,2430
max_temp,NA,2276,11,2431
snow_cover,NA,2276,0,2431
max_temp,NA,2277,10,2432
snow_cover,NA,2277,0,2432
max_temp,NA,2278,17.5,2433
snow_cover,NA,2278,0,2433
max_temp,NA,2279,17,2434
snow_cover,NA,2279,0,2434
max_temp,NA,2280,24.5,2435
snow_cover,NA,2280,0,2435
max_temp,NA,2281,23,2436
snow_cover,NA,2281,0,2436
max_temp,NA,2282,9.5,2437
snow_cover,NA,2282,0,2437
max_temp,NA,2283,12,2438
snow_cover,NA,2283,0,2438
max_temp,NA,2284,21,2439
snow_cover,NA,2284,0,2439
max_temp,NA,2285,23.5,2440
snow_cover,NA,2285,0,2440
max_temp,NA,2286,21,2441
snow_cover,NA,2286,0,2441
max_temp,NA,2287,22.5,2442
snow_cover,NA,2287,0,2442
max_temp,NA,2288,14,2443
snow_cover,NA,2288,0,2443
max_temp,NA,2289,13,2444
snow_cover,NA,2289,0,2444
max_temp,NA,2290,7,2445
snow_cover,NA,2290,0,2445
max_temp,NA,2291,10.5,2446
snow_cover,NA,2291,0,2446
max_temp,NA,2292,14,2447
snow_cover,NA,2292,0,2447
max_temp,NA,2293,16.5,2448
snow_cover,NA,2293,0,2448
max_temp,NA,2294,18.5,2449
snow_cover,NA,2294,0,2449
max_temp,NA,2295,23,2450
snow_cover,NA,2295,0,2450
max_temp,NA,2296,20,2451
snow_cover,NA,2296,0,2451
max_temp,NA,2297,21.5,2452
snow_cover,NA,2297,0,2452
max_temp,NA,2298,23,2453
snow_cover,NA,2298,0,2453
max_temp,NA,2299,21.5,2454
snow_cover,NA,2299,0,2454
max_temp,NA,2300,20,2455
snow_cover,NA,2300,0,2455
max_temp,NA,2301,22,2456
snow_cover,NA,2301,0,2456
max_temp,NA,2302,24,2457
snow_cover,NA,2302,0,2457
max_temp,NA,2303,16,2458
snow_cover,NA,2303,0,2458
max_temp,NA,2304,7,2459
snow_cover,NA,2304,0,2459
max_temp,NA,2305,10.5,2460
snow_cover,NA,2305,0,2460
max_temp,NA,2306,5.5,2461
snow_cover,NA,2306,0,2461
max_temp,NA,2307,8.5,2462
snow_cover,NA,2307,0,2462
max_temp,NA,2308,14.5,2463
snow_cover,NA,2308,0,2463
max_temp,NA,2309,17,2464
snow_cover,NA,2309,0,2464
max_temp,NA,2310,12.5,2465
snow_cover,NA,2310,0,2465
max_temp,NA,2311,5,2466
snow_cover,NA,2311,0,2466
max_temp,NA,2312,11,2467
snow_cover,NA,2312,0,2467
max_temp,NA,2313,12,2468
snow_cover,NA,2313,0,2468
max_temp,NA,2314,11.5,2469
snow_cover,NA,2314,0,2469
max_temp,NA,2315,14,2470
snow_cover,NA,2315,0,2470
max_temp,NA,2316,11,2471
snow_cover,NA,2316,0,2471
max_temp,NA,2317,13.5,2472
snow_cover,NA,2317,0,2472
max_temp,NA,2318,21,2473
snow_cover,NA,2318,0,2473
max_temp,NA,2319,17,2474
snow_cover,NA,2319,0,2474
max_temp,NA,2320,18.5,2475
snow_cover,NA,2320,0,2475
max_temp,NA,2321,23.5,2476
snow_cover,NA,2321,0,2476
max_temp,NA,2322,17,2477
snow_cover,NA,2322,0,2477
max_temp,NA,2323,13,2478
snow_cover,NA,2323,0,2478
max_temp,NA,2324,10,2479
snow_cover,NA,2324,0,2479
max_temp,NA,2325,0.5,2480
snow_cover,NA,2325,0,2480
max_temp,NA,2326,-3,2481
snow_cover,NA,2326,0,2481
max_temp,NA,2327,2.5,2482
snow_cover,NA,2327,0,2482
max_temp,NA,2328,8.5,2483
snow_cover,NA,2328,0,2483
max_temp,NA,2329,12,2484
snow_cover,NA,2329,0,2484
max_temp,NA,2330,14.5,2485
snow_cover,NA,2330,0,2485
max_temp,NA,2331,16,2486
snow_cover,NA,2331,0,2486
max_temp,NA,2332,16.5,2487
snow_cover,NA,2332,0,2487
max_temp,NA,2333,17,2488
snow_cover,NA,2333,0,2488
max_temp,NA,2334,15,2489
snow_cover,NA,2334,0,2489
max_temp,NA,2335,10,2490
snow_cover,NA,2335,0,2490
max_temp,NA,2336,12.5,2491
snow_cover,NA,2336,0,2491
max_temp,NA,2337,3,2492
snow_cover,NA,2337,0,2492
max_temp,NA,2338,7,2493
snow_cover,NA,2338,0,2493
max_temp,NA,2339,8,2494
snow_cover,NA,2339,0,2494
max_temp,NA,2340,2,2495
snow_cover,NA,2340,0,2495
max_temp,NA,2341,0,2496
snow_cover,NA,2341,0,2496
max_temp,NA,2342,1,2497
snow_cover,NA,2342,0,2497
max_temp,NA,2343,4.5,2498
snow_cover,NA,2343,0,2498
max_temp,NA,2344,9,2499
snow_cover,NA,2344,0,2499
max_temp,NA,2345,0,2500
snow_cover,NA,2345,0,2500
max_temp,NA,2346,-3,2501
snow_cover,NA,2346,0,2501
max_temp,NA,2347,-3.5,2502
snow_cover,NA,2347,0,2502
max_temp,NA,2348,2,2503
snow_cover,NA,2348,0,2503
max_temp,NA,2349,1,2504
snow_cover,NA,2349,0,2504
max_temp,NA,2350,-10,2505
snow_cover,NA,2350,1,2505
max_temp,NA,2351,-7,2506
snow_cover,NA,2351,1,2506
max_temp,NA,2352,-3.5,2507
snow_cover,NA,2352,1,2507
max_temp,NA,2353,3,2508
snow_cover,NA,2353,1,2508
max_temp,NA,2354,2.5,2509
snow_cover,NA,2354,1,2509
