j_day,host_spp,host_den
583,squirrel,8
584,deer,8
584,mouse,100
584,squirrel,8
585,deer,8
585,mouse,100
585,squirrel,8
586,deer,8
586,mouse,100
586,squirrel,8
587,deer,8
587,mouse,100
587,squirrel,8
588,deer,8
588,mouse,100
588,squirrel,8
589,deer,8
589,mouse,100
589,squirrel,8
590,deer,8
590,mouse,100
590,squirrel,8
591,deer,8
591,mouse,100
591,squirrel,8
592,deer,8
592,mouse,100
592,squirrel,8
593,deer,8
593,mouse,100
593,squirrel,8
594,deer,8
594,mouse,100
594,squirrel,8
595,deer,8
595,mouse,100
595,squirrel,8
596,deer,8
596,mouse,100
596,squirrel,8
597,deer,8
597,mouse,100
597,squirrel,8
598,deer,8
598,mouse,100
598,squirrel,8
599,deer,8
599,mouse,100
599,squirrel,8
600,deer,8
600,mouse,100
600,squirrel,8
601,deer,8
601,mouse,100
601,squirrel,8
602,deer,8
602,mouse,100
602,squirrel,8
603,deer,8
603,mouse,100
603,squirrel,8
604,deer,8
604,mouse,100
604,squirrel,8
605,deer,8
605,mouse,100
605,squirrel,8
606,deer,8
606,mouse,100
606,squirrel,8
607,deer,8
607,mouse,100
607,squirrel,8
608,deer,8
608,mouse,100
608,squirrel,8
609,deer,8
609,mouse,100
609,squirrel,8
610,deer,8
610,mouse,100
610,squirrel,8
611,deer,8
611,mouse,100
611,squirrel,8
612,deer,8
612,mouse,100
612,squirrel,8
613,deer,8
613,mouse,100
613,squirrel,8
614,deer,8
614,mouse,100
614,squirrel,8
615,deer,8
615,mouse,100
615,squirrel,8
616,deer,8
616,mouse,100
616,squirrel,8
617,deer,8
617,mouse,100
617,squirrel,8
618,deer,8
618,mouse,100
618,squirrel,8
619,deer,8
619,mouse,100
619,squirrel,8
620,deer,8
620,mouse,100
620,squirrel,8
621,deer,8
621,mouse,100
621,squirrel,8
622,deer,8
622,mouse,100
622,squirrel,8
623,deer,8
623,mouse,100
623,squirrel,8
624,deer,8
624,mouse,100
624,squirrel,8
625,deer,8
625,mouse,100
625,squirrel,8
626,deer,8
626,mouse,100
626,squirrel,8
627,deer,8
627,mouse,100
627,squirrel,8
628,deer,8
628,mouse,100
628,squirrel,8
629,deer,8
629,mouse,100
629,squirrel,8
630,deer,8
630,mouse,100
630,squirrel,8
631,deer,8
631,mouse,100
631,squirrel,8
632,deer,8
632,mouse,100
632,squirrel,8
633,deer,8
633,mouse,100
633,squirrel,8
634,deer,8
634,mouse,100
634,squirrel,8
635,deer,8
635,mouse,100
635,squirrel,8
636,deer,8
636,mouse,100
636,squirrel,8
637,deer,8
637,mouse,100
637,squirrel,8
638,deer,8
638,mouse,100
638,squirrel,8
639,deer,8
639,mouse,100
639,squirrel,8
640,deer,8
640,mouse,100
640,squirrel,8
641,deer,8
641,mouse,100
641,squirrel,8
642,deer,8
642,mouse,100
642,squirrel,8
643,deer,8
643,mouse,100
643,squirrel,8
644,deer,8
644,mouse,100
644,squirrel,8
645,deer,8
645,mouse,100
645,squirrel,8
646,deer,8
646,mouse,100
646,squirrel,8
647,deer,8
647,mouse,100
647,squirrel,8
648,deer,8
648,mouse,100
648,squirrel,8
649,deer,8
649,mouse,100
649,squirrel,8
650,deer,8
650,mouse,100
650,squirrel,8
651,deer,8
651,mouse,100
651,squirrel,8
652,deer,8
652,mouse,100
652,squirrel,8
653,deer,8
653,mouse,100
653,squirrel,8
654,deer,8
654,mouse,100
654,squirrel,8
655,deer,8
655,mouse,100
655,squirrel,8
656,deer,8
656,mouse,100
656,squirrel,8
657,deer,8
657,mouse,100
657,squirrel,8
658,deer,8
658,mouse,100
658,squirrel,8
659,deer,8
659,mouse,100
659,squirrel,8
660,deer,8
660,mouse,100
660,squirrel,8
661,deer,8
661,mouse,100
661,squirrel,8
662,deer,8
662,mouse,100
662,squirrel,8
663,deer,8
663,mouse,100
663,squirrel,8
664,deer,8
664,mouse,100
664,squirrel,8
665,deer,8
665,mouse,100
665,squirrel,8
666,deer,8
666,mouse,100
666,squirrel,8
667,deer,8
667,mouse,100
667,squirrel,8
668,deer,8
668,mouse,100
668,squirrel,8
669,deer,8
669,mouse,100
669,squirrel,8
670,deer,8
670,mouse,100
670,squirrel,8
671,deer,8
671,mouse,100
671,squirrel,8
672,deer,8
672,mouse,100
672,squirrel,8
673,deer,8
673,mouse,100
673,squirrel,8
674,deer,8
674,mouse,100
674,squirrel,8
675,deer,8
675,mouse,100
675,squirrel,8
676,deer,8
676,mouse,100
676,squirrel,8
677,deer,8
677,mouse,100
677,squirrel,8
678,deer,8
678,mouse,100
678,squirrel,8
679,deer,8
679,mouse,100
679,squirrel,8
680,deer,8
680,mouse,100
680,squirrel,8
681,deer,8
681,mouse,100
681,squirrel,8
682,deer,8
682,mouse,100
682,squirrel,8
683,deer,8
683,mouse,100
683,squirrel,8
684,deer,8
684,mouse,100
684,squirrel,8
685,deer,8
685,mouse,100
685,squirrel,8
686,deer,8
686,mouse,100
686,squirrel,8
687,deer,8
687,mouse,100
687,squirrel,8
688,deer,8
688,mouse,100
688,squirrel,8
689,deer,8
689,mouse,100
689,squirrel,8
690,deer,8
690,mouse,100
690,squirrel,8
691,deer,8
691,mouse,100
691,squirrel,8
692,deer,8
692,mouse,100
692,squirrel,8
693,deer,8
693,mouse,100
693,squirrel,8
694,deer,8
694,mouse,100
694,squirrel,8
695,deer,8
695,mouse,100
695,squirrel,8
696,deer,8
696,mouse,100
696,squirrel,8
697,deer,8
697,mouse,100
697,squirrel,8
698,deer,8
698,mouse,100
698,squirrel,8
699,deer,8
699,mouse,100
699,squirrel,8
700,deer,8
700,mouse,100
700,squirrel,8
701,deer,8
701,mouse,100
701,squirrel,8
702,deer,8
702,mouse,100
702,squirrel,8
703,deer,8
703,mouse,100
703,squirrel,8
704,deer,8
704,mouse,100
704,squirrel,8
705,deer,8
705,mouse,100
705,squirrel,8
706,deer,8
706,mouse,100
706,squirrel,8
707,deer,8
707,mouse,100
707,squirrel,8
708,deer,8
708,mouse,100
708,squirrel,8
709,deer,8
709,mouse,100
709,squirrel,8
710,deer,8
710,mouse,100
710,squirrel,8
711,deer,8
711,mouse,100
711,squirrel,8
712,deer,8
712,mouse,100
712,squirrel,8
713,deer,8
713,mouse,100
713,squirrel,8
714,deer,8
714,mouse,100
714,squirrel,8
715,deer,8
715,mouse,100
715,squirrel,8
716,deer,8
716,mouse,100
716,squirrel,8
717,deer,8
717,mouse,100
717,squirrel,8
718,deer,8
718,mouse,100
718,squirrel,8
719,deer,8
719,mouse,100
719,squirrel,8
720,deer,8
720,mouse,100
720,squirrel,8
721,deer,8
721,mouse,100
721,squirrel,8
722,deer,8
722,mouse,100
722,squirrel,8
723,deer,8
723,mouse,100
723,squirrel,8
724,deer,8
724,mouse,100
724,squirrel,8
725,deer,8
725,mouse,100
725,squirrel,8
726,deer,8
726,mouse,100
726,squirrel,8
727,deer,8
727,mouse,100
727,squirrel,8
728,deer,8
728,mouse,100
728,squirrel,8
729,deer,8
729,mouse,100
729,squirrel,8
730,deer,8
730,mouse,100
730,squirrel,8
731,deer,8
731,mouse,100
731,squirrel,8
732,deer,8
732,mouse,100
732,squirrel,8
733,deer,8
733,mouse,100
733,squirrel,8
734,deer,8
734,mouse,100
734,squirrel,8
735,deer,8
735,mouse,100
735,squirrel,8
736,deer,8
736,mouse,100
736,squirrel,8
737,deer,8
737,mouse,100
737,squirrel,8
738,deer,8
738,mouse,100
738,squirrel,8
739,deer,8
739,mouse,100
739,squirrel,8
740,deer,8
740,mouse,100
740,squirrel,8
741,deer,8
741,mouse,100
741,squirrel,8
742,deer,8
742,mouse,100
742,squirrel,8
743,deer,8
743,mouse,100
743,squirrel,8
744,deer,8
744,mouse,100
744,squirrel,8
745,deer,8
745,mouse,100
745,squirrel,8
746,deer,8
746,mouse,100
746,squirrel,8
747,deer,8
747,mouse,100
747,squirrel,8
748,deer,8
748,mouse,100
748,squirrel,8
749,deer,8
749,mouse,100
749,squirrel,8
750,deer,8
750,mouse,100
750,squirrel,8
751,deer,8
751,mouse,100
751,squirrel,8
752,deer,8
752,mouse,100
752,squirrel,8
753,deer,8
753,mouse,100
753,squirrel,8
754,deer,8
754,mouse,100
754,squirrel,8
755,deer,8
755,mouse,100
755,squirrel,8
756,deer,8
756,mouse,100
756,squirrel,8
757,deer,8
757,mouse,100
757,squirrel,8
758,deer,8
758,mouse,100
758,squirrel,8
759,deer,8
759,mouse,100
759,squirrel,8
760,deer,8
760,mouse,100
760,squirrel,8
761,deer,8
761,mouse,100
761,squirrel,8
762,deer,8
762,mouse,100
762,squirrel,8
763,deer,8
763,mouse,100
763,squirrel,8
764,deer,8
764,mouse,100
764,squirrel,8
765,deer,8
765,mouse,100
765,squirrel,8
766,deer,8
766,mouse,100
766,squirrel,8
767,deer,8
767,mouse,100
767,squirrel,8
768,deer,8
768,mouse,100
768,squirrel,8
769,deer,8
769,mouse,100
769,squirrel,8
770,deer,8
770,mouse,100
770,squirrel,8
771,deer,8
771,mouse,100
771,squirrel,8
772,deer,8
772,mouse,100
772,squirrel,8
773,deer,8
773,mouse,100
773,squirrel,8
774,deer,8
774,mouse,100
774,squirrel,8
775,deer,8
775,mouse,100
775,squirrel,8
776,deer,8
776,mouse,100
776,squirrel,8
777,deer,8
777,mouse,100
777,squirrel,8
778,deer,8
778,mouse,100
778,squirrel,8
779,deer,8
779,mouse,100
779,squirrel,8
780,deer,8
780,mouse,100
780,squirrel,8
781,deer,8
781,mouse,100
781,squirrel,8
782,deer,8
782,mouse,100
782,squirrel,8
783,deer,8
783,mouse,100
783,squirrel,8
784,deer,8
784,mouse,100
784,squirrel,8
785,deer,8
785,mouse,100
785,squirrel,8
786,deer,8
786,mouse,100
786,squirrel,8
787,deer,8
787,mouse,100
787,squirrel,8
788,deer,8
788,mouse,100
788,squirrel,8
789,deer,8
789,mouse,100
789,squirrel,8
790,deer,8
790,mouse,100
790,squirrel,8
791,deer,8
791,mouse,100
791,squirrel,8
792,deer,8
792,mouse,100
792,squirrel,8
793,deer,8
793,mouse,100
793,squirrel,8
794,deer,8
794,mouse,100
794,squirrel,8
795,deer,8
795,mouse,100
795,squirrel,8
796,deer,8
796,mouse,100
796,squirrel,8
797,deer,8
797,mouse,100
797,squirrel,8
798,deer,8
798,mouse,100
798,squirrel,8
799,deer,8
799,mouse,100
799,squirrel,8
800,deer,8
800,mouse,100
800,squirrel,8
801,deer,8
801,mouse,100
801,squirrel,8
802,deer,8
802,mouse,100
802,squirrel,8
803,deer,8
803,mouse,100
803,squirrel,8
804,deer,8
804,mouse,100
804,squirrel,8
805,deer,8
805,mouse,100
805,squirrel,8
806,deer,8
806,mouse,100
806,squirrel,8
807,deer,8
807,mouse,100
807,squirrel,8
808,deer,8
808,mouse,100
808,squirrel,8
809,deer,8
809,mouse,100
809,squirrel,8
810,deer,8
810,mouse,100
810,squirrel,8
811,deer,8
811,mouse,100
811,squirrel,8
812,deer,8
812,mouse,100
812,squirrel,8
813,deer,8
813,mouse,100
813,squirrel,8
814,deer,8
814,mouse,100
814,squirrel,8
815,deer,8
815,mouse,100
815,squirrel,8
816,deer,8
816,mouse,100
816,squirrel,8
817,deer,8
817,mouse,100
817,squirrel,8
818,deer,8
818,mouse,100
818,squirrel,8
819,deer,8
819,mouse,100
819,squirrel,8
820,deer,8
820,mouse,100
820,squirrel,8
821,deer,8
821,mouse,100
821,squirrel,8
822,deer,8
822,mouse,100
822,squirrel,8
823,deer,8
823,mouse,100
823,squirrel,8
824,deer,8
824,mouse,100
824,squirrel,8
825,deer,8
825,mouse,100
825,squirrel,8
826,deer,8
826,mouse,100
826,squirrel,8
827,deer,8
827,mouse,100
827,squirrel,8
828,deer,8
828,mouse,100
828,squirrel,8
829,deer,8
829,mouse,100
829,squirrel,8
830,deer,8
830,mouse,100
830,squirrel,8
831,deer,8
831,mouse,100
831,squirrel,8
832,deer,8
832,mouse,100
832,squirrel,8
833,deer,8
833,mouse,100
833,squirrel,8
834,deer,8
834,mouse,100
834,squirrel,8
835,deer,8
835,mouse,100
835,squirrel,8
836,deer,8
836,mouse,100
836,squirrel,8
837,deer,8
837,mouse,100
837,squirrel,8
838,deer,8
838,mouse,100
838,squirrel,8
839,deer,8
839,mouse,100
839,squirrel,8
840,deer,8
840,mouse,100
840,squirrel,8
841,deer,8
841,mouse,100
841,squirrel,8
842,deer,8
842,mouse,100
842,squirrel,8
843,deer,8
843,mouse,100
843,squirrel,8
844,deer,8
844,mouse,100
844,squirrel,8
845,deer,8
845,mouse,100
845,squirrel,8
846,deer,8
846,mouse,100
846,squirrel,8
847,deer,8
847,mouse,100
847,squirrel,8
848,deer,8
848,mouse,100
848,squirrel,8
849,deer,8
849,mouse,100
849,squirrel,8
850,deer,8
850,mouse,100
850,squirrel,8
851,deer,8
851,mouse,100
851,squirrel,8
852,deer,8
852,mouse,100
852,squirrel,8
853,deer,8
853,mouse,100
853,squirrel,8
854,deer,8
854,mouse,100
854,squirrel,8
855,deer,8
855,mouse,100
855,squirrel,8
856,deer,8
856,mouse,100
856,squirrel,8
857,deer,8
857,mouse,100
857,squirrel,8
858,deer,8
858,mouse,100
858,squirrel,8
859,deer,8
859,mouse,100
859,squirrel,8
860,deer,8
860,mouse,100
860,squirrel,8
861,deer,8
861,mouse,100
861,squirrel,8
862,deer,8
862,mouse,100
862,squirrel,8
863,deer,8
863,mouse,100
863,squirrel,8
864,deer,8
864,mouse,100
864,squirrel,8
865,deer,8
865,mouse,100
865,squirrel,8
866,deer,8
866,mouse,100
866,squirrel,8
867,deer,8
867,mouse,100
867,squirrel,8
868,deer,8
868,mouse,100
868,squirrel,8
869,deer,8
869,mouse,100
869,squirrel,8
870,deer,8
870,mouse,100
870,squirrel,8
871,deer,8
871,mouse,100
871,squirrel,8
872,deer,8
872,mouse,100
872,squirrel,8
873,deer,8
873,mouse,100
873,squirrel,8
874,deer,8
874,mouse,100
874,squirrel,8
875,deer,8
875,mouse,100
875,squirrel,8
876,deer,8
876,mouse,100
876,squirrel,8
877,deer,8
877,mouse,100
877,squirrel,8
878,deer,8
878,mouse,100
878,squirrel,8
879,deer,8
879,mouse,100
879,squirrel,8
880,deer,8
880,mouse,100
880,squirrel,8
881,deer,8
881,mouse,100
881,squirrel,8
882,deer,8
882,mouse,100
882,squirrel,8
883,deer,8
883,mouse,100
883,squirrel,8
884,deer,8
884,mouse,100
884,squirrel,8
885,deer,8
885,mouse,100
885,squirrel,8
886,deer,8
886,mouse,100
886,squirrel,8
887,deer,8
887,mouse,100
887,squirrel,8
888,deer,8
888,mouse,100
888,squirrel,8
889,deer,8
889,mouse,100
889,squirrel,8
890,deer,8
890,mouse,100
890,squirrel,8
891,deer,8
891,mouse,100
891,squirrel,8
892,deer,8
892,mouse,100
892,squirrel,8
893,deer,8
893,mouse,100
893,squirrel,8
894,deer,8
894,mouse,100
894,squirrel,8
895,deer,8
895,mouse,100
895,squirrel,8
896,deer,8
896,mouse,100
896,squirrel,8
897,deer,8
897,mouse,100
897,squirrel,8
898,deer,8
898,mouse,100
898,squirrel,8
899,deer,8
899,mouse,100
899,squirrel,8
900,deer,8
900,mouse,100
900,squirrel,8
901,deer,8
901,mouse,100
901,squirrel,8
902,deer,8
902,mouse,100
902,squirrel,8
903,deer,8
903,mouse,100
903,squirrel,8
904,deer,8
904,mouse,100
904,squirrel,8
905,deer,8
905,mouse,100
905,squirrel,8
906,deer,8
906,mouse,100
906,squirrel,8
907,deer,8
907,mouse,100
907,squirrel,8
908,deer,8
908,mouse,100
908,squirrel,8
909,deer,8
909,mouse,100
909,squirrel,8
910,deer,8
910,mouse,100
910,squirrel,8
911,deer,8
911,mouse,100
911,squirrel,8
912,deer,8
912,mouse,100
912,squirrel,8
913,deer,8
913,mouse,100
913,squirrel,8
914,deer,8
914,mouse,100
914,squirrel,8
915,deer,8
915,mouse,100
915,squirrel,8
916,deer,8
916,mouse,100
916,squirrel,8
917,deer,8
917,mouse,100
917,squirrel,8
918,deer,8
918,mouse,100
918,squirrel,8
919,deer,8
919,mouse,100
919,squirrel,8
920,deer,8
920,mouse,100
920,squirrel,8
921,deer,8
921,mouse,100
921,squirrel,8
922,deer,8
922,mouse,100
922,squirrel,8
923,deer,8
923,mouse,100
923,squirrel,8
924,deer,8
924,mouse,100
924,squirrel,8
925,deer,8
925,mouse,100
925,squirrel,8
926,deer,8
926,mouse,100
926,squirrel,8
927,deer,8
927,mouse,100
927,squirrel,8
928,deer,8
928,mouse,100
928,squirrel,8
929,deer,8
929,mouse,100
929,squirrel,8
930,deer,8
930,mouse,100
930,squirrel,8
931,deer,8
931,mouse,100
931,squirrel,8
932,deer,8
932,mouse,100
932,squirrel,8
933,deer,8
933,mouse,100
933,squirrel,8
934,deer,8
934,mouse,100
934,squirrel,8
935,deer,8
935,mouse,100
935,squirrel,8
936,deer,8
936,mouse,100
936,squirrel,8
937,deer,8
937,mouse,100
937,squirrel,8
938,deer,8
938,mouse,100
938,squirrel,8
939,deer,8
939,mouse,100
939,squirrel,8
940,deer,8
940,mouse,100
940,squirrel,8
941,deer,8
941,mouse,100
941,squirrel,8
942,deer,8
942,mouse,100
942,squirrel,8
943,deer,8
943,mouse,100
943,squirrel,8
944,deer,8
944,mouse,100
944,squirrel,8
945,deer,8
945,mouse,100
945,squirrel,8
946,deer,8
946,mouse,100
946,squirrel,8
947,deer,8
947,mouse,100
947,squirrel,8
948,deer,8
948,mouse,100
948,squirrel,8
949,deer,8
949,mouse,100
949,squirrel,8
950,deer,8
950,mouse,100
950,squirrel,8
951,deer,8
951,mouse,100
951,squirrel,8
952,deer,8
952,mouse,100
952,squirrel,8
953,deer,8
953,mouse,100
953,squirrel,8
954,deer,8
954,mouse,100
954,squirrel,8
955,deer,8
955,mouse,100
955,squirrel,8
956,deer,8
956,mouse,100
956,squirrel,8
957,deer,8
957,mouse,100
957,squirrel,8
958,deer,8
958,mouse,100
958,squirrel,8
959,deer,8
959,mouse,100
959,squirrel,8
960,deer,8
960,mouse,100
960,squirrel,8
961,deer,8
961,mouse,100
961,squirrel,8
962,deer,8
962,mouse,100
962,squirrel,8
963,deer,8
963,mouse,100
963,squirrel,8
964,deer,8
964,mouse,100
964,squirrel,8
965,deer,8
965,mouse,100
965,squirrel,8
966,deer,8
966,mouse,100
966,squirrel,8
967,deer,8
967,mouse,100
967,squirrel,8
968,deer,8
968,mouse,100
968,squirrel,8
969,deer,8
969,mouse,100
969,squirrel,8
970,deer,8
970,mouse,100
970,squirrel,8
971,deer,8
971,mouse,100
971,squirrel,8
972,deer,8
972,mouse,100
972,squirrel,8
973,deer,8
973,mouse,100
973,squirrel,8
974,deer,8
974,mouse,100
974,squirrel,8
975,deer,8
975,mouse,100
975,squirrel,8
976,deer,8
976,mouse,100
976,squirrel,8
977,deer,8
977,mouse,100
977,squirrel,8
978,deer,8
978,mouse,100
978,squirrel,8
979,deer,8
979,mouse,100
979,squirrel,8
980,deer,8
980,mouse,100
980,squirrel,8
981,deer,8
981,mouse,100
981,squirrel,8
982,deer,8
982,mouse,100
982,squirrel,8
983,deer,8
983,mouse,100
983,squirrel,8
984,deer,8
984,mouse,100
984,squirrel,8
985,deer,8
985,mouse,100
985,squirrel,8
986,deer,8
986,mouse,100
986,squirrel,8
987,deer,8
987,mouse,100
987,squirrel,8
988,deer,8
988,mouse,100
988,squirrel,8
989,deer,8
989,mouse,100
989,squirrel,8
990,deer,8
990,mouse,100
990,squirrel,8
991,deer,8
991,mouse,100
991,squirrel,8
992,deer,8
992,mouse,100
992,squirrel,8
993,deer,8
993,mouse,100
993,squirrel,8
994,deer,8
994,mouse,100
994,squirrel,8
995,deer,8
995,mouse,100
995,squirrel,8
996,deer,8
996,mouse,100
996,squirrel,8
997,deer,8
997,mouse,100
997,squirrel,8
998,deer,8
998,mouse,100
998,squirrel,8
999,deer,8
999,mouse,100
999,squirrel,8
1000,deer,8
1000,mouse,100
1000,squirrel,8
1001,deer,8
1001,mouse,100
1001,squirrel,8
1002,deer,8
1002,mouse,100
1002,squirrel,8
1003,deer,8
1003,mouse,100
1003,squirrel,8
1004,deer,8
1004,mouse,100
1004,squirrel,8
1005,deer,8
1005,mouse,100
1005,squirrel,8
1006,deer,8
1006,mouse,100
1006,squirrel,8
1007,deer,8
1007,mouse,100
1007,squirrel,8
1008,deer,8
1008,mouse,100
1008,squirrel,8
1009,deer,8
1009,mouse,100
1009,squirrel,8
1010,deer,8
1010,mouse,100
1010,squirrel,8
1011,deer,8
1011,mouse,100
1011,squirrel,8
1012,deer,8
1012,mouse,100
1012,squirrel,8
1013,deer,8
1013,mouse,100
1013,squirrel,8
1014,deer,8
1014,mouse,100
1014,squirrel,8
1015,deer,8
1015,mouse,100
1015,squirrel,8
1016,deer,8
1016,mouse,100
1016,squirrel,8
1017,deer,8
1017,mouse,100
1017,squirrel,8
1018,deer,8
1018,mouse,100
1018,squirrel,8
1019,deer,8
1019,mouse,100
1019,squirrel,8
1020,deer,8
1020,mouse,100
1020,squirrel,8
1021,deer,8
1021,mouse,100
1021,squirrel,8
1022,deer,8
1022,mouse,100
1022,squirrel,8
1023,deer,8
1023,mouse,100
1023,squirrel,8
1024,deer,8
1024,mouse,100
1024,squirrel,8
1025,deer,8
1025,mouse,100
1025,squirrel,8
1026,deer,8
1026,mouse,100
1026,squirrel,8
1027,deer,8
1027,mouse,100
1027,squirrel,8
1028,deer,8
1028,mouse,100
1028,squirrel,8
1029,deer,8
1029,mouse,100
1029,squirrel,8
1030,deer,8
1030,mouse,100
1030,squirrel,8
1031,deer,8
1031,mouse,100
1031,squirrel,8
1032,deer,8
1032,mouse,100
1032,squirrel,8
1033,deer,8
1033,mouse,100
1033,squirrel,8
1034,deer,8
1034,mouse,100
1034,squirrel,8
1035,deer,8
1035,mouse,100
1035,squirrel,8
1036,deer,8
1036,mouse,100
1036,squirrel,8
1037,deer,8
1037,mouse,100
1037,squirrel,8
1038,deer,8
1038,mouse,100
1038,squirrel,8
1039,deer,8
1039,mouse,100
1039,squirrel,8
1040,deer,8
1040,mouse,100
1040,squirrel,8
1041,deer,8
1041,mouse,100
1041,squirrel,8
1042,deer,8
1042,mouse,100
1042,squirrel,8
1043,deer,8
1043,mouse,100
1043,squirrel,8
1044,deer,8
1044,mouse,100
1044,squirrel,8
1045,deer,8
1045,mouse,100
1045,squirrel,8
1046,deer,8
1046,mouse,100
1046,squirrel,8
1047,deer,8
1047,mouse,100
1047,squirrel,8
1048,deer,8
1048,mouse,100
1048,squirrel,8
1049,deer,8
1049,mouse,100
1049,squirrel,8
1050,deer,8
1050,mouse,100
1050,squirrel,8
1051,deer,8
1051,mouse,100
1051,squirrel,8
1052,deer,8
1052,mouse,100
1052,squirrel,8
1053,deer,8
1053,mouse,100
1053,squirrel,8
1054,deer,8
1054,mouse,100
1054,squirrel,8
1055,deer,8
1055,mouse,100
1055,squirrel,8
1056,deer,8
1056,mouse,100
1056,squirrel,8
1057,deer,8
1057,mouse,100
1057,squirrel,8
1058,deer,8
1058,mouse,100
1058,squirrel,8
1059,deer,8
1059,mouse,100
1059,squirrel,8
1060,deer,8
1060,mouse,100
1060,squirrel,8
1061,deer,8
1061,mouse,100
1061,squirrel,8
1062,deer,8
1062,mouse,100
1062,squirrel,8
1063,deer,8
1063,mouse,100
1063,squirrel,8
1064,deer,8
1064,mouse,100
1064,squirrel,8
1065,deer,8
1065,mouse,100
1065,squirrel,8
1066,deer,8
1066,mouse,100
1066,squirrel,8
1067,deer,8
1067,mouse,100
1067,squirrel,8
1068,deer,8
1068,mouse,100
1068,squirrel,8
1069,deer,8
1069,mouse,100
1069,squirrel,8
1070,deer,8
1070,mouse,100
1070,squirrel,8
1071,deer,8
1071,mouse,100
1071,squirrel,8
1072,deer,8
1072,mouse,100
1072,squirrel,8
1073,deer,8
1073,mouse,100
1073,squirrel,8
1074,deer,8
1074,mouse,100
1074,squirrel,8
1075,deer,8
1075,mouse,100
1075,squirrel,8
1076,deer,8
1076,mouse,100
1076,squirrel,8
1077,deer,8
1077,mouse,100
1077,squirrel,8
1078,deer,8
1078,mouse,100
1078,squirrel,8
1079,deer,8
1079,mouse,100
1079,squirrel,8
1080,deer,8
1080,mouse,100
1080,squirrel,8
1081,deer,8
1081,mouse,100
1081,squirrel,8
1082,deer,8
1082,mouse,100
1082,squirrel,8
1083,deer,8
1083,mouse,100
1083,squirrel,8
1084,deer,8
1084,mouse,100
1084,squirrel,8
1085,deer,8
1085,mouse,100
1085,squirrel,8
1086,deer,8
1086,mouse,100
1086,squirrel,8
1087,deer,8
1087,mouse,100
1087,squirrel,8
1088,deer,8
1088,mouse,100
1088,squirrel,8
1089,deer,8
1089,mouse,100
1089,squirrel,8
1090,deer,8
1090,mouse,100
1090,squirrel,8
1091,deer,8
1091,mouse,100
1091,squirrel,8
1092,deer,8
1092,mouse,100
1092,squirrel,8
1093,deer,8
1093,mouse,100
1093,squirrel,8
1094,deer,8
1094,mouse,100
1094,squirrel,8
1095,deer,8
1095,mouse,100
1095,squirrel,8
1096,deer,8
1096,mouse,100
1096,squirrel,8
1097,deer,8
1097,mouse,100
1097,squirrel,8
1098,deer,8
1098,mouse,100
1098,squirrel,8
1099,deer,8
1099,mouse,100
1099,squirrel,8
1100,deer,8
1100,mouse,100
1100,squirrel,8
1101,deer,8
1101,mouse,100
1101,squirrel,8
1102,deer,8
1102,mouse,100
1102,squirrel,8
1103,deer,8
1103,mouse,100
1103,squirrel,8
1104,deer,8
1104,mouse,100
1104,squirrel,8
1105,deer,8
1105,mouse,100
1105,squirrel,8
1106,deer,8
1106,mouse,100
1106,squirrel,8
1107,deer,8
1107,mouse,100
1107,squirrel,8
1108,deer,8
1108,mouse,100
1108,squirrel,8
1109,deer,8
1109,mouse,100
1109,squirrel,8
1110,deer,8
1110,mouse,100
1110,squirrel,8
1111,deer,8
1111,mouse,100
1111,squirrel,8
1112,deer,8
1112,mouse,100
1112,squirrel,8
1113,deer,8
1113,mouse,100
1113,squirrel,8
1114,deer,8
1114,mouse,100
1114,squirrel,8
1115,deer,8
1115,mouse,100
1115,squirrel,8
1116,deer,8
1116,mouse,100
1116,squirrel,8
1117,deer,8
1117,mouse,100
1117,squirrel,8
1118,deer,8
1118,mouse,100
1118,squirrel,8
1119,deer,8
1119,mouse,100
1119,squirrel,8
1120,deer,8
1120,mouse,100
1120,squirrel,8
1121,deer,8
1121,mouse,100
1121,squirrel,8
1122,deer,8
1122,mouse,100
1122,squirrel,8
1123,deer,8
1123,mouse,100
1123,squirrel,8
1124,deer,8
1124,mouse,100
1124,squirrel,8
1125,deer,8
1125,mouse,100
1125,squirrel,8
1126,deer,8
1126,mouse,100
1126,squirrel,8
1127,deer,8
1127,mouse,100
1127,squirrel,8
1128,deer,8
1128,mouse,100
1128,squirrel,8
1129,deer,8
1129,mouse,100
1129,squirrel,8
1130,deer,8
1130,mouse,100
1130,squirrel,8
1131,deer,8
1131,mouse,100
1131,squirrel,8
1132,deer,8
1132,mouse,100
1132,squirrel,8
1133,deer,8
1133,mouse,100
1133,squirrel,8
1134,deer,8
1134,mouse,100
1134,squirrel,8
1135,deer,8
1135,mouse,100
1135,squirrel,8
1136,deer,8
1136,mouse,100
1136,squirrel,8
1137,deer,8
1137,mouse,100
1137,squirrel,8
1138,deer,8
1138,mouse,100
1138,squirrel,8
1139,deer,8
1139,mouse,100
1139,squirrel,8
1140,deer,8
1140,mouse,100
1140,squirrel,8
1141,deer,8
1141,mouse,100
1141,squirrel,8
1142,deer,8
1142,mouse,100
1142,squirrel,8
1143,deer,8
1143,mouse,100
1143,squirrel,8
1144,deer,8
1144,mouse,100
1144,squirrel,8
1145,deer,8
1145,mouse,100
1145,squirrel,8
1146,deer,8
1146,mouse,100
1146,squirrel,8
1147,deer,8
1147,mouse,100
